date,region,category,revenue,orders,is_anomaly,anomaly_type
2025-01-12,East,Home & Kitchen,9147.76,221,False,
2025-01-12,East,Apparel,12173.71,211,False,
2025-01-12,North,Apparel,20869.27,501,False,
2025-01-12,North,Home & Kitchen,21471.0,476,False,
2025-01-12,South,Home & Kitchen,9433.28,145,False,
2025-01-12,South,Electronics,13096.3,307,False,
2025-01-12,West,Groceries,19002.64,379,False,
2025-01-12,West,Sports,13798.94,239,False,
2025-01-12,North,Electronics,16097.78,346,False,
2025-01-12,South,Sports,7984.27,148,False,
2025-01-12,South,Groceries,9943.25,240,False,
2025-01-13,West,Apparel,16254.13,396,False,
2025-01-13,North,Groceries,13896.8,287,False,
2025-01-13,North,Home & Kitchen,19205.99,460,False,
2025-01-13,East,Sports,6573.62,131,False,
2025-01-13,North,Apparel,15330.63,373,False,
2025-01-13,West,Groceries,14329.61,314,False,
2025-01-13,North,Electronics,11998.25,241,False,
2025-01-13,West,Home & Kitchen,12304.23,260,False,
2025-01-13,South,Sports,7035.66,102,False,
2025-01-13,East,Groceries,10750.75,194,False,
2025-01-13,South,Electronics,10641.82,200,False,
2025-01-13,East,Home & Kitchen,10607.64,250,False,
2025-01-13,South,Apparel,9285.63,139,False,
2025-01-13,West,Sports,10588.4,162,False,
2025-01-13,West,Electronics,10625.8,234,False,
2025-01-13,North,Sports,14894.12,218,False,
2025-01-13,East,Apparel,13086.53,256,False,
2025-01-13,East,Electronics,9559.16,177,False,
2025-01-13,South,Groceries,9060.1,169,False,
2025-01-13,South,Home & Kitchen,9648.51,226,False,
2025-01-14,East,Groceries,11226.27,266,False,
2025-01-14,North,Groceries,14770.26,422,False,
2025-01-14,East,Electronics,10666.62,182,False,
2025-01-14,South,Home & Kitchen,9243.96,210,False,
2025-01-14,West,Groceries,14527.16,363,False,
2025-01-14,East,Apparel,11787.81,203,False,
2025-01-14,South,Apparel,9763.21,216,False,
2025-01-14,South,Sports,6775.97,135,False,
2025-01-14,South,Groceries,8493.16,204,False,
2025-01-14,North,Apparel,15657.2,276,False,
2025-01-14,South,Electronics,11309.64,198,False,
2025-01-14,North,Home & Kitchen,16584.79,390,False,
2025-01-14,East,Sports,6683.98,142,False,
2025-01-14,West,Electronics,10934.35,184,False,
2025-01-14,North,Electronics,13410.98,242,False,
2025-01-14,West,Home & Kitchen,11824.36,243,False,
2025-01-14,West,Apparel,14028.91,396,False,
2025-01-14,East,Home & Kitchen,10134.26,176,False,
2025-01-14,North,Sports,17195.96,427,False,
2025-01-14,West,Sports,11256.38,228,False,
2025-01-15,North,Electronics,12979.54,308,False,
2025-01-15,South,Sports,7472.64,130,False,
2025-01-15,West,Sports,11584.02,284,False,
2025-01-15,South,Electronics,11640.33,256,False,
2025-01-15,East,Home & Kitchen,8307.96,179,False,
2025-01-15,South,Apparel,9866.12,211,False,
2025-01-15,North,Sports,13943.61,247,False,
2025-01-15,East,Apparel,10906.15,263,False,
2025-01-15,South,Home & Kitchen,9700.28,195,False,
2025-01-15,West,Electronics,11379.63,280,False,
2025-01-15,East,Electronics,10526.23,234,False,
2025-01-15,West,Groceries,16407.18,297,False,
2025-01-15,South,Groceries,9330.72,181,False,
2025-01-15,West,Home & Kitchen,9542.86,161,False,
2025-01-15,North,Apparel,16305.21,285,False,
2025-01-15,West,Apparel,13796.36,277,False,
2025-01-15,East,Groceries,10330.98,253,False,
2025-01-15,North,Groceries,14312.65,299,False,
2025-01-15,North,Home & Kitchen,17689.76,276,False,
2025-01-15,East,Sports,7273.2,169,False,
2025-01-16,East,Sports,7243.02,133,False,
2025-01-16,South,Home & Kitchen,10377.57,186,False,
2025-01-16,East,Apparel,10285.12,158,False,
2025-01-16,North,Groceries,12642.68,235,False,
2025-01-16,North,Sports,15570.1,367,False,
2025-01-16,East,Groceries,11671.13,232,False,
2025-01-16,South,Apparel,9145.74,163,False,
2025-01-16,South,Groceries,7745.76,195,False,
2025-01-16,South,Electronics,11677.87,220,False,
2025-01-16,East,Home & Kitchen,9278.48,202,False,
2025-01-16,North,Home & Kitchen,17971.61,346,False,
2025-01-16,West,Sports,9661.96,209,False,
2025-01-16,West,Home & Kitchen,11565.89,204,False,
2025-01-16,South,Sports,6171.46,112,False,
2025-01-16,North,Apparel,16349.1,260,False,
2025-01-16,East,Electronics,9744.27,189,False,
2025-01-16,North,Electronics,13096.65,299,False,
2025-01-16,West,Groceries,15929.61,315,False,
2025-01-16,West,Apparel,14353.33,267,False,
2025-01-16,West,Electronics,11934.99,234,False,
2025-01-17,West,Apparel,13828.18,282,False,
2025-01-17,East,Apparel,12235.69,276,False,
2025-01-17,South,Groceries,8566.79,172,False,
2025-01-17,East,Groceries,12105.1,188,False,
2025-01-17,East,Electronics,8946.85,210,False,
2025-01-17,South,Electronics,12346.32,273,False,
2025-01-17,North,Apparel,16332.39,329,False,
2025-01-17,North,Electronics,13171.24,211,False,
2025-01-17,North,Sports,14033.74,283,False,
2025-01-17,East,Sports,6354.97,136,False,
2025-01-17,West,Sports,11911.51,225,False,
2025-01-17,North,Home & Kitchen,16715.21,298,False,
2025-01-17,South,Home & Kitchen,9264.55,184,False,
2025-01-17,East,Home & Kitchen,9176.27,191,False,
2025-01-17,North,Groceries,14473.14,323,False,
2025-01-17,West,Home & Kitchen,11929.35,231,False,
2025-01-17,West,Groceries,15746.51,287,False,
2025-01-17,South,Apparel,10375.59,176,False,
2025-01-17,West,Electronics,12390.71,260,False,
2025-01-17,South,Sports,7588.57,137,False,
2025-01-18,North,Home & Kitchen,20785.51,571,False,
2025-01-18,North,Apparel,18943.16,348,False,
2025-01-18,East,Sports,7319.1,200,False,
2025-01-18,South,Groceries,10486.85,218,False,
2025-01-18,East,Groceries,12839.02,258,False,
2025-01-18,North,Groceries,17210.27,284,False,
2025-01-18,South,Sports,7564.64,183,False,
2025-01-18,West,Apparel,16501.82,371,False,
2025-01-18,South,Electronics,14708.04,320,False,
2025-01-18,East,Electronics,12438.0,238,False,
2025-01-18,East,Home & Kitchen,10690.82,178,False,
2025-01-18,West,Home & Kitchen,11698.43,194,False,
2025-01-18,North,Sports,16918.65,405,False,
2025-01-18,West,Electronics,13478.53,264,False,
2025-01-18,West,Sports,13149.16,327,False,
2025-01-18,South,Apparel,10453.6,275,False,
2025-01-18,West,Groceries,17281.52,250,False,
2025-01-18,North,Electronics,14433.74,274,False,
2025-01-18,South,Home & Kitchen,10524.4,290,False,
2025-01-18,East,Apparel,14998.72,306,False,
2025-01-19,South,Apparel,9328.79,187,False,
2025-01-19,West,Sports,14190.09,339,False,
2025-01-19,North,Apparel,19264.09,384,False,
2025-01-19,North,Groceries,14992.37,275,False,
2025-01-19,East,Home & Kitchen,11119.37,243,False,
2025-01-19,North,Home & Kitchen,21004.53,387,False,
2025-01-19,West,Home & Kitchen,12873.19,223,False,
2025-01-19,West,Electronics,13886.08,217,False,
2025-01-19,South,Groceries,9869.65,172,False,
2025-01-19,West,Groceries,15495.48,351,False,
2025-01-19,North,Sports,17466.94,356,False,
2025-01-19,North,Electronics,14494.37,313,False,
2025-01-19,East,Sports,6545.09,124,False,
2025-01-19,South,Sports,8035.53,151,False,
2025-01-19,East,Electronics,14152.15,274,False,
2025-01-19,East,Groceries,14115.01,261,False,
2025-01-19,South,Home & Kitchen,11336.63,228,False,
2025-01-19,South,Electronics,12029.02,174,False,
2025-01-19,East,Apparel,13439.28,283,False,
2025-01-19,West,Apparel,15816.75,301,False,
2025-01-20,South,Sports,7457.75,143,False,
2025-01-20,East,Home & Kitchen,10195.43,181,False,
2025-01-20,South,Home & Kitchen,9230.56,189,False,
2025-01-20,East,Apparel,10856.86,221,False,
2025-01-20,West,Sports,11928.72,342,False,
2025-01-20,West,Apparel,13531.76,219,False,
2025-01-20,West,Home & Kitchen,10580.26,246,False,
2025-01-20,West,Electronics,12492.88,319,False,
2025-01-20,East,Electronics,9238.44,214,False,
2025-01-20,East,Sports,6873.43,108,False,
2025-01-20,North,Sports,15597.19,225,False,
2025-01-20,South,Apparel,7973.39,150,False,
2025-01-20,North,Electronics,13893.3,261,False,
2025-01-20,North,Home & Kitchen,16037.53,269,False,
2025-01-20,West,Groceries,14970.84,293,False,
2025-01-20,North,Apparel,19008.48,321,False,
2025-01-20,East,Groceries,12133.46,252,False,
2025-01-20,North,Groceries,12011.58,226,False,
2025-01-20,South,Electronics,10923.04,225,False,
2025-01-20,South,Groceries,9882.15,274,False,
2025-01-21,South,Groceries,9292.73,231,False,
2025-01-21,North,Sports,17054.89,398,False,
2025-01-21,West,Apparel,13948.14,322,False,
2025-01-21,West,Groceries,13866.43,364,False,
2025-01-21,West,Electronics,11560.19,231,False,
2025-01-21,South,Sports,7438.14,180,False,
2025-01-21,West,Home & Kitchen,12327.95,268,False,
2025-01-21,North,Home & Kitchen,16393.91,281,False,
2025-01-21,East,Electronics,10371.97,185,False,
2025-01-21,East,Sports,6842.74,123,False,
2025-01-21,South,Electronics,11426.71,293,False,
2025-01-21,East,Home & Kitchen,10124.04,149,False,
2025-01-21,West,Sports,11650.88,231,False,
2025-01-21,East,Apparel,12761.16,268,False,
2025-01-21,North,Electronics,13069.44,274,False,
2025-01-21,South,Apparel,9765.69,169,False,
2025-01-21,North,Groceries,14649.35,265,False,
2025-01-21,North,Apparel,15993.23,310,False,
2025-01-21,East,Groceries,11931.56,272,False,
2025-01-21,South,Home & Kitchen,9546.7,209,False,
2025-01-22,North,Electronics,13727.72,322,False,
2025-01-22,East,Groceries,10778.44,206,False,
2025-01-22,East,Electronics,11134.55,224,False,
2025-01-22,West,Home & Kitchen,11508.15,224,False,
2025-01-22,South,Home & Kitchen,9128.5,236,False,
2025-01-22,East,Home & Kitchen,8553.27,193,False,
2025-01-22,West,Apparel,13287.0,237,False,
2025-01-22,South,Groceries,8730.66,158,False,
2025-01-22,North,Sports,14392.89,237,False,
2025-01-22,North,Home & Kitchen,16605.31,406,False,
2025-01-22,West,Sports,11087.48,227,False,
2025-01-22,North,Apparel,17361.96,439,False,
2025-01-22,North,Groceries,14443.61,234,False,
2025-01-22,South,Electronics,11762.79,256,False,
2025-01-22,South,Apparel,10095.46,226,False,
2025-01-22,West,Groceries,16252.65,303,False,
2025-01-22,South,Sports,7266.85,127,False,
2025-01-22,West,Electronics,12105.92,336,False,
2025-01-22,East,Sports,6837.5,111,False,
2025-01-22,East,Apparel,10035.52,199,False,
2025-01-23,East,Groceries,10058.72,194,False,
2025-01-23,West,Apparel,14438.83,273,False,
2025-01-23,East,Sports,6050.69,127,False,
2025-01-23,South,Home & Kitchen,9623.47,213,False,
2025-01-23,South,Electronics,9144.78,200,False,
2025-01-23,East,Apparel,13250.39,287,False,
2025-01-23,North,Apparel,18117.35,414,False,
2025-01-23,East,Electronics,11380.22,306,False,
2025-01-23,North,Sports,16837.61,361,False,
2025-01-23,South,Sports,7479.63,127,False,
2025-01-23,South,Groceries,9802.34,157,False,
2025-01-23,West,Sports,12295.39,250,False,
2025-01-23,West,Home & Kitchen,13767.88,278,False,
2025-01-23,West,Groceries,15050.4,288,False,
2025-01-23,West,Electronics,12465.28,296,False,
2025-01-23,North,Groceries,13516.54,299,False,
2025-01-23,North,Electronics,13801.93,249,False,
2025-01-23,East,Home & Kitchen,9488.9,217,False,
2025-01-23,North,Home & Kitchen,16752.56,351,False,
2025-01-23,South,Apparel,9490.2,230,False,
2025-01-24,West,Home & Kitchen,13306.4,201,False,
2025-01-24,East,Apparel,11512.45,229,False,
2025-01-24,East,Sports,6820.26,132,False,
2025-01-24,South,Apparel,10062.29,182,False,
2025-01-24,North,Home & Kitchen,18622.54,384,False,
2025-01-24,East,Home & Kitchen,9778.85,206,False,
2025-01-24,North,Groceries,11728.99,221,False,
2025-01-24,West,Groceries,13969.98,289,False,
2025-01-24,South,Home & Kitchen,8539.93,169,False,
2025-01-24,West,Electronics,12124.82,198,False,
2025-01-24,South,Sports,6050.88,105,False,
2025-01-24,South,Groceries,7884.7,152,False,
2025-01-24,East,Electronics,10478.0,222,False,
2025-01-24,West,Apparel,15280.13,325,False,
2025-01-24,North,Sports,16996.58,334,False,
2025-01-24,West,Sports,12261.51,261,False,
2025-01-24,South,Electronics,11197.5,195,False,
2025-01-24,North,Apparel,17112.23,344,False,
2025-01-24,North,Electronics,11750.85,299,False,
2025-01-24,East,Groceries,10186.22,232,False,
2025-01-25,South,Groceries,9514.93,237,False,
2025-01-25,North,Electronics,15038.26,270,False,
2025-01-25,East,Electronics,12079.31,249,False,
2025-01-25,West,Electronics,13963.62,194,False,
2025-01-25,West,Apparel,16591.62,294,False,
2025-01-25,South,Electronics,11552.57,251,False,
2025-01-25,North,Sports,15633.64,262,False,
2025-01-25,South,Home & Kitchen,11415.48,198,False,
2025-01-25,West,Groceries,19350.36,409,False,
2025-01-25,South,Apparel,10435.9,221,False,
2025-01-25,West,Sports,14290.22,318,False,
2025-01-25,East,Sports,7759.55,161,False,
2025-01-25,East,Home & Kitchen,10265.62,173,False,
2025-01-25,North,Apparel,19439.93,387,False,
2025-01-25,West,Home & Kitchen,12671.37,224,False,
2025-01-25,East,Apparel,14278.04,277,False,
2025-01-25,North,Home & Kitchen,19387.52,539,False,
2025-01-25,North,Groceries,15535.29,396,False,
2025-01-25,South,Sports,7474.29,136,False,
2025-01-25,East,Groceries,13318.12,196,False,
2025-01-26,East,Groceries,13680.24,244,False,
2025-01-26,South,Groceries,10431.77,242,False,
2025-01-26,South,Apparel,10019.69,220,False,
2025-01-26,West,Electronics,13776.41,284,False,
2025-01-26,East,Sports,7907.81,160,False,
2025-01-26,North,Groceries,14529.06,267,False,
2025-01-26,West,Groceries,17108.59,393,False,
2025-01-26,North,Sports,18676.77,290,False,
2025-01-26,South,Home & Kitchen,10771.03,248,False,
2025-01-26,North,Home & Kitchen,18916.24,366,False,
2025-01-26,West,Sports,13329.56,248,False,
2025-01-26,East,Home & Kitchen,10624.2,275,False,
2025-01-26,West,Apparel,17060.61,332,False,
2025-01-26,South,Electronics,13227.53,235,False,
2025-01-26,South,Sports,8724.94,202,False,
2025-01-26,East,Apparel,13679.28,279,False,
2025-01-26,East,Electronics,10707.71,250,False,
2025-01-26,North,Apparel,15499.64,311,False,
2025-01-26,West,Home & Kitchen,13387.23,275,False,
2025-01-26,North,Electronics,15065.57,273,False,
2025-01-27,North,Apparel,16286.67,302,False,
2025-01-27,South,Home & Kitchen,10374.63,206,False,
2025-01-27,West,Electronics,12558.3,208,False,
2025-01-27,East,Home & Kitchen,9268.3,188,False,
2025-01-27,West,Sports,11523.93,232,False,
2025-01-27,South,Electronics,10596.55,208,False,
2025-01-27,South,Groceries,7145.52,153,False,
2025-01-27,North,Groceries,14680.7,277,False,
2025-01-27,West,Home & Kitchen,12013.19,220,False,
2025-01-27,East,Apparel,12220.87,295,False,
2025-01-27,East,Groceries,11129.08,266,False,
2025-01-27,East,Electronics,11169.82,218,False,
2025-01-27,South,Sports,6166.92,103,False,
2025-01-27,North,Home & Kitchen,14527.26,262,False,
2025-01-27,West,Groceries,15173.93,411,False,
2025-01-27,North,Sports,15123.84,303,False,
2025-01-27,South,Apparel,9250.26,201,False,
2025-01-27,East,Sports,6950.99,151,False,
2025-01-27,North,Electronics,13416.39,298,False,
2025-01-27,West,Apparel,11957.22,296,False,
2025-01-28,North,Apparel,15460.47,377,False,
2025-01-28,West,Groceries,17471.59,380,False,
2025-01-28,North,Electronics,12554.91,241,False,
2025-01-28,East,Sports,7364.39,179,False,
2025-01-28,East,Home & Kitchen,8146.08,160,False,
2025-01-28,South,Groceries,10325.99,180,False,
2025-01-28,West,Home & Kitchen,11673.35,232,False,
2025-01-28,East,Groceries,12895.51,235,False,
2025-01-28,East,Apparel,14605.79,195,False,
2025-01-28,South,Electronics,11222.47,248,False,
2025-01-28,East,Electronics,9912.36,167,False,
2025-01-28,West,Apparel,13725.18,196,False,
2025-01-28,North,Home & Kitchen,18432.58,420,False,
2025-01-28,South,Sports,6686.22,173,False,
2025-01-28,South,Apparel,10033.6,166,False,
2025-01-28,North,Groceries,12216.5,235,False,
2025-01-28,West,Sports,11596.54,217,False,
2025-01-28,West,Electronics,10107.14,222,False,
2025-01-28,South,Home & Kitchen,10661.86,209,False,
2025-01-28,North,Sports,13329.35,259,False,
2025-01-29,South,Sports,7342.51,147,False,
2025-01-29,West,Sports,13074.04,330,False,
2025-01-29,East,Home & Kitchen,9581.35,218,False,
2025-01-29,South,Apparel,9448.31,184,False,
2025-01-29,South,Home & Kitchen,9349.49,121,False,
2025-01-29,North,Groceries,14046.7,252,False,
